index,dataset,model1,model2,compare
183,steam,ChatGLM2,GPT3.5,2
184,steam,ChatGLM2,GPT3.5,2
185,steam,ChatGLM2,GPT3.5,2
186,steam,ChatGLM2,GPT3.5,2
187,steam,ChatGLM2,GPT3.5,2
188,steam,ChatGLM2,GPT3.5,2
189,steam,ChatGLM2,GPT3.5,2
190,steam,ChatGLM2,GPT3.5,2
191,steam,ChatGLM2,GPT3.5,2
192,steam,ChatGLM2,GPT3.5,2
193,steam,ChatGLM2,GPT3.5,2
194,steam,ChatGLM2,GPT3.5,2
195,steam,ChatGLM2,GPT3.5,2
196,steam,ChatGLM2,GPT3.5,2
197,steam,ChatGLM2,GPT3.5,2
198,steam,ChatGLM2,GPT3.5,2
199,steam,ChatGLM2,GPT3.5,2
200,steam,ChatGLM2,GPT3.5,2
201,steam,ChatGLM2,GPT3.5,2
202,steam,ChatGLM2,GPT3.5,2
203,steam,ChatGLM2,GPT3.5,2
204,steam,ChatGLM2,GPT3.5,2
205,steam,ChatGLM2,GPT3.5,2
206,steam,ChatGLM2,GPT3.5,2
207,steam,ChatGLM2,GPT3.5,2
208,steam,ChatGLM2,GPT3.5,2
209,steam,ChatGLM2,GPT3.5,2
210,steam,ChatGLM2,GPT3.5,2
211,steam,ChatGLM2,GPT3.5,2
212,steam,ChatGLM2,GPT3.5,2
213,steam,ChatGLM2,GPT3.5,2
214,steam,ChatGLM2,GPT3.5,2
215,steam,ChatGLM2,GPT3.5,2
216,steam,ChatGLM2,GPT3.5,2
217,steam,ChatGLM2,GPT3.5,2
218,steam,ChatGLM2,GPT3.5,2
219,steam,ChatGLM2,GPT3.5,2
220,steam,ChatGLM2,GPT3.5,2
221,steam,ChatGLM2,GPT3.5,2
222,steam,ChatGLM2,GPT3.5,2
223,steam,ChatGLM2,GPT3.5,2
224,steam,ChatGLM2,GPT3.5,2
225,steam,ChatGLM2,GPT3.5,2
226,steam,ChatGLM2,GPT3.5,2
227,steam,ChatGLM2,GPT3.5,2
228,steam,ChatGLM2,GPT3.5,2
229,steam,ChatGLM2,GPT3.5,2
230,steam,ChatGLM2,GPT3.5,2
231,steam,ChatGLM2,GPT3.5,2
232,steam,ChatGLM2,GPT3.5,2
233,steam,ChatGLM2,GPT3.5,2
234,steam,ChatGLM2,GPT3.5,2
235,steam,ChatGLM2,GPT3.5,2
236,steam,ChatGLM2,GPT3.5,2
237,steam,ChatGLM2,GPT3.5,2
238,steam,ChatGLM2,GPT3.5,2
239,steam,ChatGLM2,GPT3.5,2
240,steam,ChatGLM2,GPT3.5,2
241,steam,ChatGLM2,GPT3.5,2
242,steam,ChatGLM2,GPT3.5,2
243,steam,ChatGLM2,GPT3.5,2
244,steam,ChatGLM2,GPT3.5,2
245,steam,ChatGLM2,GPT3.5,2
246,steam,ChatGLM2,GPT3.5,2
247,steam,ChatGLM2,GPT3.5,2
248,steam,ChatGLM2,GPT3.5,2
249,steam,ChatGLM2,GPT3.5,2
250,steam,ChatGLM2,GPT3.5,2
251,steam,ChatGLM2,GPT3.5,2
252,steam,ChatGLM2,GPT3.5,2
253,steam,ChatGLM2,GPT3.5,2
254,steam,ChatGLM2,GPT3.5,2
255,steam,ChatGLM2,GPT3.5,2
256,steam,ChatGLM2,GPT3.5,2
257,steam,ChatGLM2,GPT3.5,2
258,steam,ChatGLM2,GPT3.5,2
259,steam,ChatGLM2,GPT3.5,2
260,steam,ChatGLM2,GPT3.5,2
261,steam,ChatGLM2,GPT3.5,2
262,steam,ChatGLM2,GPT3.5,2
263,steam,ChatGLM2,GPT3.5,2
264,steam,ChatGLM2,GPT3.5,2
265,steam,ChatGLM2,GPT3.5,2
266,steam,ChatGLM2,GPT3.5,2
267,steam,ChatGLM2,GPT3.5,2
268,steam,ChatGLM2,GPT3.5,2
269,steam,ChatGLM2,GPT3.5,2
270,steam,ChatGLM2,GPT3.5,2
271,steam,ChatGLM2,GPT3.5,2
272,steam,ChatGLM2,GPT3.5,2
273,steam,ChatGLM2,GPT3.5,2
274,steam,ChatGLM2,GPT3.5,2
275,steam,ChatGLM2,GPT3.5,2
276,steam,ChatGLM2,GPT3.5,2
277,steam,ChatGLM2,GPT3.5,2
278,steam,ChatGLM2,GPT3.5,2
279,steam,ChatGLM2,GPT3.5,2
280,steam,ChatGLM2,GPT3.5,2
281,steam,ChatGLM2,GPT3.5,2
282,steam,ChatGLM2,GPT3.5,2
283,steam,ChatGLM2,GPT3.5,2
284,steam,ChatGLM2,GPT3.5,2
285,steam,ChatGLM2,GPT3.5,2
286,steam,ChatGLM2,GPT3.5,2
287,steam,ChatGLM2,GPT3.5,2
288,steam,ChatGLM2,GPT3.5,2
289,steam,ChatGLM2,GPT3.5,2
290,steam,ChatGLM2,GPT3.5,2
291,steam,ChatGLM2,GPT3.5,2
292,steam,ChatGLM2,GPT3.5,2
293,steam,ChatGLM2,GPT3.5,2
294,steam,ChatGLM2,GPT3.5,2
295,steam,ChatGLM2,GPT3.5,2
296,steam,ChatGLM2,GPT3.5,2
297,steam,ChatGLM2,GPT3.5,2
298,steam,ChatGLM2,GPT3.5,2
299,steam,ChatGLM2,GPT3.5,2
300,steam,ChatGLM2,GPT3.5,2
301,steam,ChatGLM2,GPT3.5,2
302,steam,ChatGLM2,GPT3.5,2
303,steam,ChatGLM2,GPT3.5,2
304,steam,ChatGLM2,GPT3.5,2
305,steam,ChatGLM2,GPT3.5,2
306,steam,ChatGLM2,GPT3.5,2
307,steam,ChatGLM2,GPT3.5,2
308,steam,ChatGLM2,GPT3.5,2
309,steam,ChatGLM2,GPT3.5,2
310,steam,ChatGLM2,GPT3.5,2
311,steam,ChatGLM2,GPT3.5,2
312,steam,ChatGLM2,GPT3.5,2
313,steam,ChatGLM2,GPT3.5,2
314,steam,ChatGLM2,GPT3.5,2
315,steam,ChatGLM2,GPT3.5,2
316,steam,ChatGLM2,GPT3.5,2
317,steam,ChatGLM2,GPT3.5,2
318,steam,ChatGLM2,GPT3.5,2
319,steam,ChatGLM2,GPT3.5,2
320,steam,ChatGLM2,GPT3.5,2
321,steam,ChatGLM2,GPT3.5,2
322,steam,ChatGLM2,GPT3.5,2
323,steam,ChatGLM2,GPT3.5,2
324,steam,ChatGLM2,GPT3.5,2
325,steam,ChatGLM2,GPT3.5,2
326,steam,ChatGLM2,GPT3.5,2
327,steam,ChatGLM2,GPT3.5,2
328,steam,ChatGLM2,GPT3.5,2
329,steam,ChatGLM2,GPT3.5,2
330,steam,ChatGLM2,GPT3.5,2
331,steam,ChatGLM2,GPT3.5,2
332,steam,ChatGLM2,GPT3.5,2
333,steam,ChatGLM2,GPT3.5,2
334,steam,ChatGLM2,GPT3.5,2
335,steam,ChatGLM2,GPT3.5,2
336,steam,ChatGLM2,GPT3.5,2
337,steam,ChatGLM2,GPT3.5,2
338,steam,ChatGLM2,GPT3.5,2
339,steam,ChatGLM2,GPT3.5,2
340,steam,ChatGLM2,GPT3.5,2
341,steam,ChatGLM2,GPT3.5,2
342,steam,ChatGLM2,GPT3.5,2
343,steam,ChatGLM2,GPT3.5,2
344,steam,ChatGLM2,GPT3.5,2
345,steam,ChatGLM2,GPT3.5,2
346,steam,ChatGLM2,GPT3.5,2
347,steam,ChatGLM2,GPT3.5,2
348,steam,ChatGLM2,GPT3.5,2
349,steam,ChatGLM2,GPT3.5,2
350,steam,ChatGLM2,GPT3.5,2
351,steam,ChatGLM2,GPT3.5,2
352,steam,ChatGLM2,GPT3.5,2
353,steam,ChatGLM2,GPT3.5,2
354,steam,ChatGLM2,GPT3.5,2
355,steam,ChatGLM2,GPT3.5,2
356,steam,ChatGLM2,GPT3.5,2
357,steam,ChatGLM2,GPT3.5,2
358,steam,ChatGLM2,GPT3.5,2
359,steam,ChatGLM2,GPT3.5,2
360,steam,ChatGLM2,GPT3.5,2
361,steam,ChatGLM2,GPT3.5,2
362,steam,ChatGLM2,GPT3.5,2
363,steam,ChatGLM2,GPT3.5,2
364,steam,ChatGLM2,GPT3.5,2
365,steam,ChatGLM2,GPT3.5,2
366,steam,ChatGLM2,GPT3.5,2
367,steam,ChatGLM2,GPT3.5,2
368,steam,ChatGLM2,GPT3.5,2
369,steam,ChatGLM2,GPT3.5,2
370,steam,ChatGLM2,GPT3.5,2
371,steam,ChatGLM2,GPT3.5,2
372,steam,ChatGLM2,GPT3.5,2
373,steam,ChatGLM2,GPT3.5,2
374,steam,ChatGLM2,GPT3.5,2
375,steam,ChatGLM2,GPT3.5,2
376,steam,ChatGLM2,GPT3.5,2
377,steam,ChatGLM2,GPT3.5,2
378,steam,ChatGLM2,GPT3.5,2
379,steam,ChatGLM2,GPT3.5,2
380,steam,ChatGLM2,GPT3.5,2
381,steam,ChatGLM2,GPT3.5,2
382,steam,ChatGLM2,GPT3.5,2
383,steam,ChatGLM2,GPT3.5,2
384,steam,ChatGLM2,GPT3.5,2
385,steam,ChatGLM2,GPT3.5,2
386,steam,ChatGLM2,GPT3.5,2
387,steam,ChatGLM2,GPT3.5,2
388,steam,ChatGLM2,GPT3.5,2
389,steam,ChatGLM2,GPT3.5,2
390,steam,ChatGLM2,GPT3.5,2
391,steam,ChatGLM2,GPT3.5,2
392,steam,ChatGLM2,GPT3.5,2
393,steam,ChatGLM2,GPT3.5,2
394,steam,ChatGLM2,GPT3.5,2
395,steam,ChatGLM2,GPT3.5,2
396,steam,ChatGLM2,GPT3.5,2
397,steam,ChatGLM2,GPT3.5,2
398,steam,ChatGLM2,GPT3.5,2
399,steam,ChatGLM2,GPT3.5,2
400,steam,ChatGLM2,GPT3.5,2
401,steam,ChatGLM2,GPT3.5,2
402,steam,ChatGLM2,GPT3.5,2
403,steam,ChatGLM2,GPT3.5,2
404,steam,ChatGLM2,GPT3.5,2
405,steam,ChatGLM2,GPT3.5,2
406,steam,ChatGLM2,GPT3.5,2
407,steam,ChatGLM2,GPT3.5,2
408,steam,ChatGLM2,GPT3.5,2
409,steam,ChatGLM2,GPT3.5,2
410,steam,ChatGLM2,GPT3.5,2
411,steam,ChatGLM2,GPT3.5,2
412,steam,ChatGLM2,GPT3.5,2
413,steam,ChatGLM2,GPT3.5,2
414,steam,ChatGLM2,GPT3.5,2
415,steam,ChatGLM2,GPT3.5,2
416,steam,ChatGLM2,GPT3.5,2
417,steam,ChatGLM2,GPT3.5,2
418,steam,ChatGLM2,GPT3.5,2
419,steam,ChatGLM2,GPT3.5,2
420,steam,ChatGLM2,GPT3.5,2
421,steam,ChatGLM2,GPT3.5,2
422,steam,ChatGLM2,GPT3.5,2
423,steam,ChatGLM2,GPT3.5,2
424,steam,ChatGLM2,GPT3.5,2
425,steam,ChatGLM2,GPT3.5,2
426,steam,ChatGLM2,GPT3.5,2
427,steam,ChatGLM2,GPT3.5,2
428,steam,ChatGLM2,GPT3.5,2
429,steam,ChatGLM2,GPT3.5,2
430,steam,ChatGLM2,GPT3.5,2
431,steam,ChatGLM2,GPT3.5,2
432,steam,ChatGLM2,GPT3.5,2
433,steam,ChatGLM2,GPT3.5,2
434,steam,ChatGLM2,GPT3.5,2
435,steam,ChatGLM2,GPT3.5,2
436,steam,ChatGLM2,GPT3.5,2
437,steam,ChatGLM2,GPT3.5,2
438,steam,ChatGLM2,GPT3.5,2
439,steam,ChatGLM2,GPT3.5,2
440,steam,ChatGLM2,GPT3.5,2
441,steam,ChatGLM2,GPT3.5,2
442,steam,ChatGLM2,GPT3.5,2
443,steam,ChatGLM2,GPT3.5,2
444,steam,ChatGLM2,GPT3.5,2
445,steam,ChatGLM2,GPT3.5,2
446,steam,ChatGLM2,GPT3.5,2
447,steam,ChatGLM2,GPT3.5,2
448,steam,ChatGLM2,GPT3.5,2
449,steam,ChatGLM2,GPT3.5,2
450,steam,ChatGLM2,GPT3.5,2
451,steam,ChatGLM2,GPT3.5,2
452,steam,ChatGLM2,GPT3.5,2
453,steam,ChatGLM2,GPT3.5,2
454,steam,ChatGLM2,GPT3.5,2
455,steam,ChatGLM2,GPT3.5,2
456,steam,ChatGLM2,GPT3.5,2
457,steam,ChatGLM2,GPT3.5,2
458,steam,ChatGLM2,GPT3.5,2
459,steam,ChatGLM2,GPT3.5,2
460,steam,ChatGLM2,GPT3.5,2
461,steam,ChatGLM2,GPT3.5,2
462,steam,ChatGLM2,GPT3.5,2
463,steam,ChatGLM2,GPT3.5,2
464,steam,ChatGLM2,GPT3.5,2
465,steam,ChatGLM2,GPT3.5,2
466,steam,ChatGLM2,GPT3.5,2
467,steam,ChatGLM2,GPT3.5,2
468,steam,ChatGLM2,GPT3.5,2
469,steam,ChatGLM2,GPT3.5,2
470,steam,ChatGLM2,GPT3.5,2
471,steam,ChatGLM2,GPT3.5,2
472,steam,ChatGLM2,GPT3.5,2
473,steam,ChatGLM2,GPT3.5,2
474,steam,ChatGLM2,GPT3.5,2
475,steam,ChatGLM2,GPT3.5,2
476,steam,ChatGLM2,GPT3.5,2
477,steam,ChatGLM2,GPT3.5,2
478,steam,ChatGLM2,GPT3.5,2
479,steam,ChatGLM2,GPT3.5,2
480,steam,ChatGLM2,GPT3.5,2
481,steam,ChatGLM2,GPT3.5,2
482,steam,ChatGLM2,GPT3.5,2
483,steam,ChatGLM2,GPT3.5,2
484,steam,ChatGLM2,GPT3.5,2
485,steam,ChatGLM2,GPT3.5,2
486,steam,ChatGLM2,GPT3.5,2
487,steam,ChatGLM2,GPT3.5,2
488,steam,ChatGLM2,GPT3.5,2
489,steam,ChatGLM2,GPT3.5,2
490,steam,ChatGLM2,GPT3.5,2
491,steam,ChatGLM2,GPT3.5,2
492,steam,ChatGLM2,GPT3.5,2
493,steam,ChatGLM2,GPT3.5,2
494,steam,ChatGLM2,GPT3.5,2
495,steam,ChatGLM2,GPT3.5,2
496,steam,ChatGLM2,GPT3.5,2
497,steam,ChatGLM2,GPT3.5,2
498,steam,ChatGLM2,GPT3.5,2
499,steam,ChatGLM2,GPT3.5,2
500,steam,ChatGLM2,GPT3.5,2
501,steam,ChatGLM2,GPT3.5,2
502,steam,ChatGLM2,GPT3.5,2
503,steam,ChatGLM2,GPT3.5,2
504,steam,ChatGLM2,GPT3.5,2
505,steam,ChatGLM2,GPT3.5,2
506,steam,ChatGLM2,GPT3.5,2
507,steam,ChatGLM2,GPT3.5,2
508,steam,ChatGLM2,GPT3.5,2
509,steam,ChatGLM2,GPT3.5,2
510,steam,ChatGLM2,GPT3.5,2
511,steam,ChatGLM2,GPT3.5,2
512,steam,ChatGLM2,GPT3.5,2
513,steam,ChatGLM2,GPT3.5,2
514,steam,ChatGLM2,GPT3.5,2
515,steam,ChatGLM2,GPT3.5,2
516,steam,ChatGLM2,GPT3.5,2
517,steam,ChatGLM2,GPT3.5,2
518,steam,ChatGLM2,GPT3.5,2
519,steam,ChatGLM2,GPT3.5,2
520,steam,ChatGLM2,GPT3.5,2
521,steam,ChatGLM2,GPT3.5,2
522,steam,ChatGLM2,GPT3.5,2
523,steam,ChatGLM2,GPT3.5,2
524,steam,ChatGLM2,GPT3.5,2
525,steam,ChatGLM2,GPT3.5,2
526,steam,ChatGLM2,GPT3.5,2
527,steam,ChatGLM2,GPT3.5,2
528,steam,ChatGLM2,GPT3.5,2
529,steam,ChatGLM2,GPT3.5,2
530,steam,ChatGLM2,GPT3.5,2
531,steam,ChatGLM2,GPT3.5,2
532,steam,ChatGLM2,GPT3.5,2
533,steam,ChatGLM2,GPT3.5,2
534,steam,ChatGLM2,GPT3.5,2
535,steam,ChatGLM2,GPT3.5,2
536,steam,ChatGLM2,GPT3.5,2
537,steam,ChatGLM2,GPT3.5,2
538,steam,ChatGLM2,GPT3.5,2
539,steam,ChatGLM2,GPT3.5,2
540,steam,ChatGLM2,GPT3.5,2
541,steam,ChatGLM2,GPT3.5,2
542,steam,ChatGLM2,GPT3.5,2
543,steam,ChatGLM2,GPT3.5,2
544,steam,ChatGLM2,GPT3.5,2
545,steam,ChatGLM2,GPT3.5,2
546,steam,ChatGLM2,GPT3.5,2
547,steam,ChatGLM2,GPT3.5,2
548,steam,ChatGLM2,GPT3.5,2
549,steam,ChatGLM2,GPT3.5,2
550,steam,ChatGLM2,GPT3.5,2
551,steam,ChatGLM2,GPT3.5,2
552,steam,ChatGLM2,GPT3.5,2
553,steam,ChatGLM2,GPT3.5,2
554,steam,ChatGLM2,GPT3.5,2
555,steam,ChatGLM2,GPT3.5,2
556,steam,ChatGLM2,GPT3.5,2
557,steam,ChatGLM2,GPT3.5,2
558,steam,ChatGLM2,GPT3.5,2
559,steam,ChatGLM2,GPT3.5,2
560,steam,ChatGLM2,GPT3.5,2
561,steam,ChatGLM2,GPT3.5,2
562,steam,ChatGLM2,GPT3.5,2
563,steam,ChatGLM2,GPT3.5,2
564,steam,ChatGLM2,GPT3.5,2
565,steam,ChatGLM2,GPT3.5,2
566,steam,ChatGLM2,GPT3.5,2
567,steam,ChatGLM2,GPT3.5,2
568,steam,ChatGLM2,GPT3.5,2
569,steam,ChatGLM2,GPT3.5,2
570,steam,ChatGLM2,GPT3.5,2
571,steam,ChatGLM2,GPT3.5,2
572,steam,ChatGLM2,GPT3.5,2
573,steam,ChatGLM2,GPT3.5,2
574,steam,ChatGLM2,GPT3.5,2
575,steam,ChatGLM2,GPT3.5,2
576,steam,ChatGLM2,GPT3.5,2
577,steam,ChatGLM2,GPT3.5,2
578,steam,ChatGLM2,GPT3.5,2
579,steam,ChatGLM2,GPT3.5,2
580,steam,ChatGLM2,GPT3.5,2
581,steam,ChatGLM2,GPT3.5,2
582,steam,ChatGLM2,GPT3.5,2
583,steam,ChatGLM2,GPT3.5,2
584,steam,ChatGLM2,GPT3.5,2
585,steam,ChatGLM2,GPT3.5,2
586,steam,ChatGLM2,GPT3.5,2
587,steam,ChatGLM2,GPT3.5,2
588,steam,ChatGLM2,GPT3.5,2
589,steam,ChatGLM2,GPT3.5,2
590,steam,ChatGLM2,GPT3.5,2
591,steam,ChatGLM2,GPT3.5,2
592,steam,ChatGLM2,GPT3.5,2
593,steam,ChatGLM2,GPT3.5,2
594,steam,ChatGLM2,GPT3.5,2
595,steam,ChatGLM2,GPT3.5,2
596,steam,ChatGLM2,GPT3.5,2
597,steam,ChatGLM2,GPT3.5,2
598,steam,ChatGLM2,GPT3.5,2
599,steam,ChatGLM2,GPT3.5,2
600,steam,ChatGLM2,GPT3.5,2
601,steam,ChatGLM2,GPT3.5,2
602,steam,ChatGLM2,GPT3.5,2
603,steam,ChatGLM2,GPT3.5,2
604,steam,ChatGLM2,GPT3.5,2
605,steam,ChatGLM2,GPT3.5,2
606,steam,ChatGLM2,GPT3.5,2
607,steam,ChatGLM2,GPT3.5,2
608,steam,ChatGLM2,GPT3.5,2
609,steam,ChatGLM2,GPT3.5,2
610,steam,ChatGLM2,GPT3.5,2
611,steam,ChatGLM2,GPT3.5,2
612,steam,ChatGLM2,GPT3.5,2
613,steam,ChatGLM2,GPT3.5,2
614,steam,ChatGLM2,GPT3.5,2
615,steam,ChatGLM2,GPT3.5,2
616,steam,ChatGLM2,GPT3.5,2
617,steam,ChatGLM2,GPT3.5,2
618,steam,ChatGLM2,GPT3.5,2
619,steam,ChatGLM2,GPT3.5,2
620,steam,ChatGLM2,GPT3.5,2
621,steam,ChatGLM2,GPT3.5,2
622,steam,ChatGLM2,GPT3.5,2
623,steam,ChatGLM2,GPT3.5,2
624,steam,ChatGLM2,GPT3.5,2
625,steam,ChatGLM2,GPT3.5,2
626,steam,ChatGLM2,GPT3.5,2
627,steam,ChatGLM2,GPT3.5,2
628,steam,ChatGLM2,GPT3.5,2
629,steam,ChatGLM2,GPT3.5,2
630,steam,ChatGLM2,GPT3.5,2
631,steam,ChatGLM2,GPT3.5,2
632,steam,ChatGLM2,GPT3.5,2
633,steam,ChatGLM2,GPT3.5,2
634,steam,ChatGLM2,GPT3.5,2
635,steam,ChatGLM2,GPT3.5,2
636,steam,ChatGLM2,GPT3.5,2
637,steam,ChatGLM2,GPT3.5,2
638,steam,ChatGLM2,GPT3.5,2
639,steam,ChatGLM2,GPT3.5,2
640,steam,ChatGLM2,GPT3.5,2
641,steam,ChatGLM2,GPT3.5,2
642,steam,ChatGLM2,GPT3.5,2
643,steam,ChatGLM2,GPT3.5,2
644,steam,ChatGLM2,GPT3.5,2
645,steam,ChatGLM2,GPT3.5,2
646,steam,ChatGLM2,GPT3.5,2
647,steam,ChatGLM2,GPT3.5,2
648,steam,ChatGLM2,GPT3.5,2
649,steam,ChatGLM2,GPT3.5,2
650,steam,ChatGLM2,GPT3.5,2
651,steam,ChatGLM2,GPT3.5,2
652,steam,ChatGLM2,GPT3.5,2
653,steam,ChatGLM2,GPT3.5,2
654,steam,ChatGLM2,GPT3.5,2
655,steam,ChatGLM2,GPT3.5,2
656,steam,ChatGLM2,GPT3.5,2
657,steam,ChatGLM2,GPT3.5,2
658,steam,ChatGLM2,GPT3.5,2
659,steam,ChatGLM2,GPT3.5,2
660,steam,ChatGLM2,GPT3.5,2
661,steam,ChatGLM2,GPT3.5,2
662,steam,ChatGLM2,GPT3.5,2
663,steam,ChatGLM2,GPT3.5,2
664,steam,ChatGLM2,GPT3.5,2
665,steam,ChatGLM2,GPT3.5,2
666,steam,ChatGLM2,GPT3.5,2
667,steam,ChatGLM2,GPT3.5,2
668,steam,ChatGLM2,GPT3.5,2
669,steam,ChatGLM2,GPT3.5,2
670,steam,ChatGLM2,GPT3.5,2
671,steam,ChatGLM2,GPT3.5,2
672,steam,ChatGLM2,GPT3.5,2
673,steam,ChatGLM2,GPT3.5,2
674,steam,ChatGLM2,GPT3.5,2
675,steam,ChatGLM2,GPT3.5,2
676,steam,ChatGLM2,GPT3.5,2
677,steam,ChatGLM2,GPT3.5,2
678,steam,ChatGLM2,GPT3.5,2
679,steam,ChatGLM2,GPT3.5,2
680,steam,ChatGLM2,GPT3.5,2
681,steam,ChatGLM2,GPT3.5,2
682,steam,ChatGLM2,GPT3.5,2
683,steam,ChatGLM2,GPT3.5,2
684,steam,ChatGLM2,GPT3.5,2
685,steam,ChatGLM2,GPT3.5,2
686,steam,ChatGLM2,GPT3.5,2
687,steam,ChatGLM2,GPT3.5,2
688,steam,ChatGLM2,GPT3.5,2
689,steam,ChatGLM2,GPT3.5,2
690,steam,ChatGLM2,GPT3.5,2
691,steam,ChatGLM2,GPT3.5,2
692,steam,ChatGLM2,GPT3.5,2
693,steam,ChatGLM2,GPT3.5,2
694,steam,ChatGLM2,GPT3.5,2
695,steam,ChatGLM2,GPT3.5,2
696,steam,ChatGLM2,GPT3.5,2
697,steam,ChatGLM2,GPT3.5,2
698,steam,ChatGLM2,GPT3.5,2
699,steam,ChatGLM2,GPT3.5,2
700,steam,ChatGLM2,GPT3.5,2
701,steam,ChatGLM2,GPT3.5,2
702,steam,ChatGLM2,GPT3.5,2
703,steam,ChatGLM2,GPT3.5,2
704,steam,ChatGLM2,GPT3.5,2
705,steam,ChatGLM2,GPT3.5,2
706,steam,ChatGLM2,GPT3.5,2
707,steam,ChatGLM2,GPT3.5,2
708,steam,ChatGLM2,GPT3.5,2
709,steam,ChatGLM2,GPT3.5,2
710,steam,ChatGLM2,GPT3.5,2
711,steam,ChatGLM2,GPT3.5,2
712,steam,ChatGLM2,GPT3.5,2
713,steam,ChatGLM2,GPT3.5,2
714,steam,ChatGLM2,GPT3.5,2
715,steam,ChatGLM2,GPT3.5,2
716,steam,ChatGLM2,GPT3.5,2
717,steam,ChatGLM2,GPT3.5,2
718,steam,ChatGLM2,GPT3.5,2
719,steam,ChatGLM2,GPT3.5,2
720,steam,ChatGLM2,GPT3.5,2
721,steam,ChatGLM2,GPT3.5,2
722,steam,ChatGLM2,GPT3.5,2
723,steam,ChatGLM2,GPT3.5,2
724,steam,ChatGLM2,GPT3.5,2
725,steam,ChatGLM2,GPT3.5,2
726,steam,ChatGLM2,GPT3.5,2
727,steam,ChatGLM2,GPT3.5,2
728,steam,ChatGLM2,GPT3.5,2
729,steam,ChatGLM2,GPT3.5,2
730,steam,ChatGLM2,GPT3.5,2
731,steam,ChatGLM2,GPT3.5,2
732,steam,ChatGLM2,GPT3.5,2
733,steam,ChatGLM2,GPT3.5,2
734,steam,ChatGLM2,GPT3.5,2
735,steam,ChatGLM2,GPT3.5,2
736,steam,ChatGLM2,GPT3.5,2
737,steam,ChatGLM2,GPT3.5,2
738,steam,ChatGLM2,GPT3.5,2
739,steam,ChatGLM2,GPT3.5,2
740,steam,ChatGLM2,GPT3.5,2
741,steam,ChatGLM2,GPT3.5,2
742,steam,ChatGLM2,GPT3.5,2
743,steam,ChatGLM2,GPT3.5,2
744,steam,ChatGLM2,GPT3.5,2
745,steam,ChatGLM2,GPT3.5,2
746,steam,ChatGLM2,GPT3.5,2
747,steam,ChatGLM2,GPT3.5,2
748,steam,ChatGLM2,GPT3.5,2
749,steam,ChatGLM2,GPT3.5,2
750,steam,ChatGLM2,GPT3.5,2
751,steam,ChatGLM2,GPT3.5,2
752,steam,ChatGLM2,GPT3.5,2
753,steam,ChatGLM2,GPT3.5,2
754,steam,ChatGLM2,GPT3.5,2
755,steam,ChatGLM2,GPT3.5,2
756,steam,ChatGLM2,GPT3.5,2
757,steam,ChatGLM2,GPT3.5,2
758,steam,ChatGLM2,GPT3.5,2
759,steam,ChatGLM2,GPT3.5,2
760,steam,ChatGLM2,GPT3.5,2
761,steam,ChatGLM2,GPT3.5,2
762,steam,ChatGLM2,GPT3.5,2
763,steam,ChatGLM2,GPT3.5,2
764,steam,ChatGLM2,GPT3.5,2
765,steam,ChatGLM2,GPT3.5,2
766,steam,ChatGLM2,GPT3.5,2
767,steam,ChatGLM2,GPT3.5,2
768,steam,ChatGLM2,GPT3.5,2
769,steam,ChatGLM2,GPT3.5,2
770,steam,ChatGLM2,GPT3.5,2
771,steam,ChatGLM2,GPT3.5,2
772,steam,ChatGLM2,GPT3.5,2
773,steam,ChatGLM2,GPT3.5,2
774,steam,ChatGLM2,GPT3.5,2
775,steam,ChatGLM2,GPT3.5,2
776,steam,ChatGLM2,GPT3.5,2
777,steam,ChatGLM2,GPT3.5,2
778,steam,ChatGLM2,GPT3.5,2
779,steam,ChatGLM2,GPT3.5,2
780,steam,ChatGLM2,GPT3.5,2
781,steam,ChatGLM2,GPT3.5,2
782,steam,ChatGLM2,GPT3.5,2
783,steam,ChatGLM2,GPT3.5,2
784,steam,ChatGLM2,GPT3.5,2
785,steam,ChatGLM2,GPT3.5,2
786,steam,ChatGLM2,GPT3.5,2
787,steam,ChatGLM2,GPT3.5,2
788,steam,ChatGLM2,GPT3.5,2
789,steam,ChatGLM2,GPT3.5,2
790,steam,ChatGLM2,GPT3.5,2
791,steam,ChatGLM2,GPT3.5,2
792,steam,ChatGLM2,GPT3.5,2
793,steam,ChatGLM2,GPT3.5,2
794,steam,ChatGLM2,GPT3.5,2
795,steam,ChatGLM2,GPT3.5,2
796,steam,ChatGLM2,GPT3.5,2
797,steam,ChatGLM2,GPT3.5,2
798,steam,ChatGLM2,GPT3.5,2
799,steam,ChatGLM2,GPT3.5,2
800,steam,ChatGLM2,GPT3.5,2
801,steam,ChatGLM2,GPT3.5,2
802,steam,ChatGLM2,GPT3.5,2
803,steam,ChatGLM2,GPT3.5,2
804,steam,ChatGLM2,GPT3.5,2
805,steam,ChatGLM2,GPT3.5,2
806,steam,ChatGLM2,GPT3.5,2
807,steam,ChatGLM2,GPT3.5,2
808,steam,ChatGLM2,GPT3.5,2
809,steam,ChatGLM2,GPT3.5,2
810,steam,ChatGLM2,GPT3.5,2
811,steam,ChatGLM2,GPT3.5,2
812,steam,ChatGLM2,GPT3.5,2
813,steam,ChatGLM2,GPT3.5,2
814,steam,ChatGLM2,GPT3.5,2
815,steam,ChatGLM2,GPT3.5,2
816,steam,ChatGLM2,GPT3.5,2
817,steam,ChatGLM2,GPT3.5,2
